YearsExperience,Salary
9.444298503238986,53.03706405076297
2.391884918766034,38.504648691817366
14.2648957444599,69.99101533200036
15.215700972337949,62.037770395565985
11.225543951389925,56.39135369927007
15.41934359909122,66.17363244192327
9.875911927287815,51.42313365535097
10.454656587639882,64.96391267050518
8.550820367170992,53.40195947273225
0.5083825348819038,24.96653656552953
2.157828539866089,39.9838810849391
0.628583713734685,42.18224026939988
12.728208225275608,66.98284686594475
6.287119621526534,38.12094922404627
10.171413823294056,53.00736419390388
18.15132947852186,81.71287944223776
4.985844582977499,38.926264129349846
8.207658460712594,52.73824329251263
15.111022770860973,71.65072719429912
4.575963309832449,36.805255916690705
1.5395981965758598,33.55136871113065
5.795029058275361,28.281235945343038
3.2244257450800884,32.93912615602877
18.59395304685146,75.22204186016285
16.16240759128834,64.16710306839661
12.66807513020847,69.83224434517935
17.429211803754356,66.42232261958273
16.07344153798229,67.9833814114708
3.7314011777207168,39.98220583073225
17.851179969799556,81.83431636982947
10.786844838313014,49.78780133988534
16.14880310328125,76.18782651897793
17.921825998469863,74.8557303012726
6.3600694994372775,40.99263049335343
2.201038490553535,37.81311359770019
4.558703250838834,42.39205660496444
8.542155772525126,48.35430504551884
16.36029531844986,71.24974872107474
17.214611665126867,71.10996117850837
0.13904261062381407,30.915193252815776
10.214946051551316,58.84801850148352
8.34822006297558,58.800634238165706
4.442156209414605,34.91631302940227
2.397307346673656,46.65843523996547
6.752303428072559,37.12031957256889
18.858194078250385,76.38655972044805
6.464058640415105,49.10173263346065
10.375812434867322,57.34449042584347
14.060379177903556,62.03745034565591
7.27259204758588,47.14086886717833
19.435641654419214,76.12409946275388
19.248945898842223,75.1755409623845
5.035645916507283,46.83712527637333
9.94497011784771,56.64750272444451
6.017566196335393,41.579367514535214
5.696809887549352,48.74002409603963
0.7377389470906559,33.380844972109685
12.191286679597937,64.54252729318964
10.05358046457723,58.28209537106114
1.029575024999787,28.428962507889104
5.572929284732229,41.13141801084572
18.165317719333075,79.14976232394899
4.791237813339448,45.02994586051595
2.897897441824462,37.140235634740414
9.78905520555126,55.05927493042206
19.713009082212015,85.67084718447215
4.841105430230009,39.14490663139588
13.442710948117572,66.34226427614412
15.23239230657435,67.07001750426642
4.752750879847993,40.79347118348389
14.564326972237192,71.90470169052892
7.355662654385064,52.51623838090281
12.646116611871589,65.68283970968216
12.670594215217895,68.20387957381638
10.71549368149517,56.89375341190172
1.805795401088166,37.924253359195234
16.70604991178476,70.21379099649462
6.415601299434717,47.659835011029
3.7303702079970846,38.675210248154286
0.8155028310952783,32.523736902701785
11.817858863764837,62.52043228659666
13.55128723684565,59.78711467594676
0.33175657855712304,41.29132782482011
10.24186116598562,50.57456600746554
4.529915503958759,35.25384569595823
12.903455808188998,68.04919388797283
3.487328580099829,42.67663492006425
13.81875476204932,67.66748599038408
7.734706926010748,52.47849486134827
18.73459977473469,76.77526557260217
2.750418882919865,32.389775349870504
6.82132702100517,47.432340343481556
2.2694704248117814,32.2878675044689
18.493872365571256,81.1102795810169
17.54678706761962,73.13168076153835
5.158832554303112,38.76959540179522
13.19968092068358,61.39227309344398
16.344444004024318,72.92576728143892
11.104016231989247,54.94141781595325
10.59301156712013,52.37142693996817
4.837045818009034,43.31105060248215
1.8620553561179842,35.879971245838576
17.944315159066534,72.3260720208107
18.008361143266608,72.66571133007491
12.66202914546536,62.81532255045158
6.780595820974014,39.71106784494842
6.984191492253218,40.42315985875027
14.519113577404788,62.70556283724979
17.942205199051543,73.78827723906963
17.741728485302346,75.90885904124589
15.597510917152476,76.37055837762895
